Hari,Tn,Tx,Tavg,RH_avg,RR,ss,ff_x,ddd_x,ff_avg,ddd_car
27-11-2020,18.4,31.6,25.0,66.0,1,7.1,3.0,150.0,1.0,C 
28-11-2020,21.2,26.6,23.2,88.0,1,5.2,2.0,300.0,0.0,C 
29-11-2020,20.8,28.4,23.5,75.0,10.2,0.5,5.0,250.0,1.0,C 
30-11-2020,21.0,28.6,23.2,83.0,0.6,0.6,6.0,270.0,2.0,W 
01-12-2020,21.2,30.2,24.1,82.0,18.2,0.5,5.0,270.0,2.0,W 
02-12-2020,21,31.0,24.8,76.0,3.1,5.5,4.0,260.0,2.0,W 
03-12-2020,21,29.2,24.7,76.0,4.0,7.7,5.0,240.0,2.0,NW
04-12-2020,21.2,29.8,24.5,79.0,0.6,3.9,4.0,210.0,2.0,NW
05-12-2020,21.6,27.2,23.5,77.0,0.3,6.0,7.0,320.0,5.0,NW
06-12-2020,21.2,24.2,22.0,87.0,0.7,1.5,5.0,320.0,2.0,NW
07-12-2020,20.2,27.2,22.9,80.0,11.2,0.0,4.0,270.0,2.0,W 
08-12-2020,20,28.8,23.5,73.0,8888.0,1.6,9.0,240.0,6.0,SW
09-12-2020,20,26.8,23.4,78.0,2.5,7.7,5.0,290.0,3.0,W 
10-12-2020,21.2,29.2,23.7,78.0,0.4,3.0,5.0,290.0,3.0,W 
11-12-2020,20.8,28.2,23.5,78.0,0.4,4.6,7.0,350.0,3.0,W 
12-12-2020,21,29.2,24.3,77.0,14.8,3.5,6.0,290.0,2.0,W 
13-12-2020,21.6,28.0,23.4,80.0,2.6,4.2,5.0,330.0,2.0,W 
14-12-2020,21.2,29.0,24.1,81.0,0.5,0.8,6.0,300.0,3.0,W 
15-12-2020,-,29.8,24.3,74.0,0.6,2.4,6.0,300.0,4.0,W 
16-12-2020,21.2,30.4,24.2,79.0,1.2,3.1,4.0,320.0,2.0,W 
17-12-2020,21.6,29.0,23.8,77.0,0.6,5.4,4.0,330.0,2.0,W 
18-12-2020,21.5,26.8,22.6,83.0,10.8,3.1,5.0,330.0,3.0,W 
19-12-2020,20.7,30.8,24.6,67.0,3.8,0.6,4.0,200.0,2.0,W 
20-12-2020,20,30.0,24.3,73.0,0.0,7.3,8.0,300.0,3.0,NW
21-12-2020,20.6,27.2,24.0,72.0,0.0,4.6,5.0,270.0,2.0,W 
22-12-2020,20,29.4,24.5,73.0,1.4,2.1,4.0,330.0,2.0,NW
23-12-2020,20.4,30.0,23.3,79.0,2.0,6.6,5.0,330.0,2.0,NW
24-12-2020,-,29.2,22.6,86.0,40.0,5.6,2.0,170.0,1.0,C 
25-12-2020,19.6,29.5,23.3,80.0,126.6,5.2,6.0,330.0,3.0,W 
26-12-2020,19.8,30.4,24.0,76.0,5.4,3.1,5.0,300.0,2.0,NW
27-12-2020,21,30.4,24.1,78.0,0.8,3.9,6.0,270.0,2.0,NW
28-12-2020,-,30.0,24.7,72.0,0.8,8.3,7.0,60.0,3.0,NE
29-12-2020,22.4,28.0,24.4,76.0,8888.0,4.2,7.0,300.0,2.0,W 
30-12-2020,21.8,27.4,22.7,76.0,0.9,2.6,5.0,260.0,3.0,NW
31-12-2020,21,28.8,23.8,74.0,7.6,0.2,5.0,360.0,3.0,NW
