TN,TX,TAVG,RH_AVG,RR,SS,FF_X,DDD_X,FF_AVG,TANGGAL,DDD_CAR
25.0,32.5,27.6,80.0,0.3,1.6,3.0,20.0,0.0,17-07-2005,N 
25.0,32.6,28.6,72.0,0.0,6.3,4.0,60.0,2.0,18-07-2005,NE
26.0,33.2,28.5,71.0,0.0,7.2,4.0,60.0,2.0,19-07-2005,E 
25.0,32.5,28.8,69.0,0.7,6.5,3.0,60.0,2.0,20-07-2005,E 
26.0,32.4,28.6,71.0,0.0,8.0,3.0,350.0,1.0,21-07-2005,N 
25.0,32.4,28.5,73.0,0.0,3.0,3.0,20.0,1.0,22-07-2005,NE
25.0,32.6,28.7,68.0,0.0,8.0,3.0,40.0,1.0,23-07-2005,NE
25.0,32.5,28.6,63.0,0.0,6.0,3.0,50.0,1.0,24-07-2005,NE
25.0,33.3,29.0,65.0,0.0,8.0,3.0,60.0,1.0,25-07-2005,E 
25.0,32.4,28.5,69.0,0.0,6.8,3.0,340.0,1.0,26-07-2005,N 
26.0,32.2,28.2,71.0,0.0,2.4,4.0,30.0,1.0,27-07-2005,N 
26.0,32.1,28.6,66.0,0.0,6.1,3.0,50.0,1.0,28-07-2005,NE
25.0,33.3,29.4,64.0,1.2,5.2,3.0,20.0,1.0,29-07-2005,NE
26.0,34.0,29.2,70.0,0.0,7.0,3.0,90.0,1.0,30-07-2005,E 
26.0,32.8,28.4,71.0,0.0,5.1,3.0,90.0,1.0,31-07-2005,E 
25.0,31.3,27.5,77.0,2.1,0.2,4.0,60.0,0.0,01-08-2005,E 
25.0,33.4,28.1,77.0,1.9,6.2,4.0,90.0,2.0,02-08-2005,E 
24.0,31.0,28.0,72.0,5.4,2.4,3.0,50.0,1.0,03-08-2005,NE
24.0,33.8,28.7,68.0,0.0,8.0,3.0,300.0,0.0,04-08-2005,E 
25.0,30.4,27.3,77.0,0.0,1.0,3.0,260.0,0.0,05-08-2005,W 
25.0,34.2,29.0,72.0,0.0,8.0,3.0,30.0,1.0,06-08-2005,NE
25.0,31.8,27.7,75.0,0.0,7.4,3.0,70.0,1.0,07-08-2005,E 
25.0,32.6,28.5,59.0,0.0,7.5,3.0,60.0,0.0,08-08-2005,E 
24.0,31.4,27.9,68.0,0.0,2.8,3.0,30.0,0.0,09-08-2005,NE
25.0,33.0,27.8,72.0,19.5,6.5,3.0,360.0,1.0,10-08-2005,E 
25.0,31.3,27.8,79.0,0.0,2.5,3.0,360.0,0.0,11-08-2005,N 
26.0,32.4,28.3,76.0,0.2,6.5,4.0,90.0,1.0,12-08-2005,NE
26.0,32.2,28.9,73.0,0.2,2.5,3.0,70.0,0.0,13-08-2005,NE
25.0,34.2,29.1,70.0,0.0,8.0,2.0,30.0,0.0,14-08-2005,E 
26.0,34.2,29.2,66.0,0.0,8.0,3.0,100.0,1.0,15-08-2005,NE
26.0,32.5,28.7,74.0,0.0,7.0,6.0,90.0,2.0,16-08-2005,E 
25.0,34.6,29.4,70.0,0.0,8.0,5.0,20.0,2.0,17-08-2005,NE
27.0,34.8,29.5,67.0,0.0,8.0,4.0,90.0,1.0,18-08-2005,E 
26.0,33.4,29.1,69.0,0.0,8.0,6.0,60.0,1.0,19-08-2005,E 
26.0,33.8,29.0,64.0,0.0,8.0,4.0,60.0,2.0,20-08-2005,NE
26.0,32.6,28.2,70.0,0.0,6.0,6.0,60.0,2.0,21-08-2005,E 
26.0,33.0,29.0,69.0,1.5,8.0,5.0,40.0,1.0,22-08-2005,NE
26.0,32.0,28.2,76.0,0.0,5.0,4.0,60.0,1.0,23-08-2005,E 
25.0,33.0,29.4,68.0,6.3,8.0,4.0,80.0,1.0,24-08-2005,E 
25.0,31.6,27.9,78.0,2.0,4.0,4.0,40.0,1.0,25-08-2005,NW
26.0,31.4,28.1,77.0,0.0,4.0,4.0,330.0,1.0,26-08-2005,NW
25.0,33.0,28.6,70.0,0.0,8.0,4.0,350.0,2.0,27-08-2005,N 
26.0,32.6,28.6,73.0,0.0,7.6,4.0,340.0,2.0,28-08-2005,N 
25.0,32.6,28.6,72.0,0.0,7.5,4.0,30.0,2.0,29-08-2005,NE
25.0,33.6,28.9,66.0,0.0,8.0,5.0,360.0,1.0,30-08-2005,N 
26.0,35.0,30.3,67.0,0.0,8.0,3.0,80.0,1.0,31-08-2005,E 
26.0,34.8,29.4,65.0,0.0,5.6,3.0,340.0,1.0,01-09-2005,NE
26.0,33.8,29.3,66.0,0.0,6.8,3.0,50.0,0.0,02-09-2005,E 
26.0,33.6,29.8,66.0,0.0,6.2,4.0,70.0,0.0,03-09-2005,NE
26.0,34.6,29.8,64.0,0.0,7.0,4.0,80.0,1.0,04-09-2005,E 
25.0,34.2,29.1,65.0,0.0,3.8,4.0,50.0,2.0,05-09-2005,NE
26.0,33.5,28.9,72.0,0.0,4.8,3.0,40.0,2.0,06-09-2005,E 
26.0,33.6,29.2,70.0,0.0,6.0,4.0,20.0,2.0,07-09-2005,NE
26.0,33.7,29.4,65.0,0.0,4.0,4.0,40.0,1.0,08-09-2005,NE
26.0,33.4,28.9,74.0,2.4,2.6,4.0,320.0,1.0,09-09-2005,NW
26.0,32.5,28.7,77.0,0.0,5.8,4.0,20.0,2.0,10-09-2005,NE
25.0,33.2,29.0,72.0,4.2,4.8,4.0,50.0,2.0,11-09-2005,NE
26.0,32.0,28.7,75.0,0.0,3.6,3.0,40.0,1.0,12-09-2005,NE
26.0,31.4,28.6,73.0,0.0,2.1,3.0,20.0,1.0,13-09-2005,N 
26.0,32.4,29.0,70.0,0.0,4.0,4.0,40.0,1.0,14-09-2005,N 
26.0,33.8,29.3,68.0,0.0,7.6,4.0,340.0,2.0,15-09-2005,N 
25.0,34.4,29.7,68.0,0.0,6.8,4.0,10.0,2.0,16-09-2005,NE
25.0,30.8,28.1,80.0,23.8,0.4,3.0,300.0,0.0,17-09-2005,NW
26.0,33.2,28.9,76.0,0.0,3.1,4.0,40.0,1.0,18-09-2005,E 
25.0,33.5,29.0,70.0,0.0,3.0,5.0,100.0,1.0,19-09-2005,E 
25.0,33.7,28.4,72.0,0.0,7.2,4.0,90.0,2.0,20-09-2005,N 
26.0,33.9,28.9,70.0,0.0,8.0,4.0,40.0,2.0,21-09-2005,N 
26.0,33.8,29.3,69.0,0.0,3.5,4.0,60.0,2.0,22-09-2005,E 
26.0,34.6,29.8,67.0,0.0,7.5,4.0,50.0,2.0,23-09-2005,NE
26.0,35.6,30.4,62.0,0.0,8.0,7.0,70.0,2.0,24-09-2005,E 
26.0,34.0,29.1,66.0,0.0,8.0,4.0,20.0,1.0,25-09-2005,N 
25.0,33.9,29.4,64.0,0.0,8.0,3.0,40.0,1.0,26-09-2005,NE
26.0,36.0,30.1,64.0,0.0,6.3,3.0,80.0,2.0,27-09-2005,NE
26.0,35.0,30.2,65.0,0.0,6.8,4.0,70.0,2.0,28-09-2005,NE
26.0,34.2,29.1,70.0,3.5,1.5,4.0,90.0,2.0,29-09-2005,E 
24.0,33.2,28.5,76.0,44.8,4.5,4.0,60.0,2.0,30-09-2005,N 
25.0,33.5,28.5,73.0,0.0,8.0,4.0,80.0,1.0,01-10-2005,NE
25.0,32.2,28.7,72.0,0.0,5.1,4.0,340.0,1.0,02-10-2005,N 
26.0,34.0,29.3,66.0,0.0,8.0,3.0,60.0,1.0,03-10-2005,E 
27.0,33.0,29.1,69.0,0.0,8.0,4.0,340.0,1.0,04-10-2005,N 
25.0,31.8,28.6,74.0,2.6,0.0,4.0,70.0,2.0,05-10-2005,E 
25.0,33.2,28.6,75.0,0.0,8.0,4.0,60.0,2.0,06-10-2005,NE
26.0,36.0,30.0,65.0,0.0,8.0,3.0,90.0,1.0,07-10-2005,N 
27.0,35.2,30.1,64.0,0.0,8.0,4.0,90.0,1.0,08-10-2005,NE
26.0,33.2,29.6,68.0,0.0,2.0,3.0,80.0,1.0,09-10-2005,E 
26.0,34.0,29.1,74.0,0.0,8.0,4.0,20.0,1.0,10-10-2005,N 
26.0,34.6,28.8,70.0,0.0,3.5,5.0,360.0,1.0,11-10-2005,N 
26.0,34.6,29.6,71.0,9.3,4.3,4.0,20.0,1.0,12-10-2005,N 
26.0,33.0,29.0,74.0,0.5,3.5,5.0,320.0,2.0,13-10-2005,N 
25.0,33.8,28.9,74.0,0.0,5.5,4.0,260.0,2.0,14-10-2005,W 
24.0,34.4,27.7,79.0,53.0,6.0,4.0,350.0,1.0,15-10-2005,N 
25.0,33.4,28.3,76.0,0.0,0.6,3.0,360.0,1.0,16-10-2005,N 
25.0,30.0,27.9,79.0,1.0,0.0,3.0,20.0,1.0,17-10-2005,N 
25.0,30.8,26.9,84.0,15.5,0.0,4.0,320.0,0.0,18-10-2005,NW
25.0,32.2,28.1,71.0,0.0,1.0,7.0,310.0,2.0,19-10-2005,W 
26.0,32.8,28.4,72.0,0.0,2.0,4.0,270.0,2.0,20-10-2005,W 
25.0,33.0,28.8,72.0,6.5,5.5,4.0,360.0,2.0,21-10-2005,E 
25.0,30.5,28.0,80.0,5.1,1.0,3.0,80.0,1.0,22-10-2005,E 
25.0,32.8,28.4,68.0,4.0,3.2,4.0,340.0,1.0,23-10-2005,N 
26.0,32.4,28.1,78.0,0.0,0.4,6.0,70.0,2.0,24-10-2005,E 
25.0,33.2,29.2,74.0,4.4,5.0,4.0,30.0,1.0,25-10-2005,E 
25.0,33.1,28.6,76.0,0.0,7.0,7.0,260.0,2.0,26-10-2005,NW
25.0,32.4,27.2,81.0,1.4,4.0,6.0,240.0,1.0,27-10-2005,N 
25.0,32.6,28.8,74.0,32.0,6.1,3.0,20.0,1.0,28-10-2005,N 
25.0,32.0,27.6,84.0,21.0,0.0,3.0,30.0,0.0,29-10-2005,NE
26.0,33.0,29.0,73.0,0.0,4.0,4.0,350.0,0.0,30-10-2005,N 
25.0,32.2,28.1,75.0,2.1,2.0,3.0,260.0,1.0,31-10-2005,SE
25.0,34.0,29.4,72.0,1.1,6.3,3.0,270.0,2.0,01-11-2005,NE
25.0,32.8,27.9,77.0,9.3,2.1,4.0,100.0,1.0,02-11-2005,NE
26.0,30.8,27.8,75.0,3.8,1.2,4.0,200.0,2.0,03-11-2005,N 
25.0,33.8,30.1,69.0,0.0,3.8,4.0,340.0,1.0,04-11-2005,NW
25.0,33.8,29.0,70.0,0.0,8.0,4.0,60.0,1.0,05-11-2005,NE
26.0,33.4,28.9,73.0,0.0,4.2,3.0,340.0,1.0,06-11-2005,SW
25.0,33.6,28.7,74.0,0.1,4.6,4.0,240.0,2.0,07-11-2005,SW
26.0,34.4,28.5,72.0,0.0,8.0,5.0,220.0,2.0,08-11-2005,SW
26.0,32.2,28.4,75.0,0.6,3.0,4.0,240.0,2.0,09-11-2005,SW
25.0,33.8,29.5,70.0,0.0,8.0,3.0,350.0,1.0,10-11-2005,N 
24.0,33.3,27.6,79.0,49.8,4.1,4.0,360.0,1.0,11-11-2005,SW
26.0,33.8,29.8,66.0,0.0,5.0,3.0,350.0,1.0,12-11-2005,N 
26.0,33.6,28.7,74.0,0.0,4.2,4.0,210.0,2.0,13-11-2005,SW
25.0,33.4,29.4,72.0,0.0,5.2,4.0,340.0,1.0,14-11-2005,N 
25.0,33.9,29.2,74.0,0.0,4.4,4.0,300.0,1.0,15-11-2005,N 
26.0,33.6,29.3,76.0,0.0,6.5,3.0,150.0,1.0,16-11-2005,N 
26.0,33.8,29.9,68.0,0.0,6.5,4.0,330.0,2.0,17-11-2005,NW
26.0,34.6,29.5,72.0,0.0,5.0,4.0,270.0,1.0,18-11-2005,W 
26.0,32.8,29.0,74.0,0.0,3.5,3.0,330.0,2.0,19-11-2005,SW
24.0,32.6,26.9,84.0,1.6,1.0,5.0,250.0,1.0,20-11-2005,NE
26.0,33.0,28.7,73.0,0.0,0.0,4.0,290.0,2.0,21-11-2005,W 
26.0,33.4,28.4,68.0,0.0,1.8,6.0,260.0,3.0,22-11-2005,W 
25.0,33.2,28.9,66.0,0.0,6.0,5.0,350.0,2.0,23-11-2005,N 
26.0,33.4,28.7,70.0,1.0,1.4,4.0,350.0,2.0,24-11-2005,N 
24.0,29.5,26.5,85.0,14.5,0.0,3.0,350.0,1.0,25-11-2005,N 
24.0,29.6,26.3,91.0,12.5,0.0,3.0,90.0,0.0,26-11-2005,SW
25.0,31.2,27.2,81.0,0.0,0.0,3.0,120.0,1.0,27-11-2005,E 
24.0,31.2,27.6,79.0,19.0,1.0,3.0,90.0,1.0,28-11-2005,E 
25.0,33.0,26.9,83.0,17.8,6.5,3.0,270.0,2.0,29-11-2005,N 
25.0,32.6,28.3,75.0,0.0,4.5,8.0,240.0,3.0,30-11-2005,W 
24.0,31.8,27.4,78.0,22.6,0.4,5.0,240.0,2.0,01-12-2005,SW
24.0,34.4,28.7,70.0,0.0,2.6,4.0,240.0,1.0,02-12-2005,SW
26.0,33.2,29.1,67.0,0.0,5.0,6.0,270.0,2.0,03-12-2005,W 
25.0,33.0,28.9,68.0,0.0,6.0,3.0,300.0,0.0,04-12-2005,W 
25.0,34.3,29.9,65.0,0.0,6.5,4.0,300.0,2.0,05-12-2005,W 
26.0,33.6,28.8,72.0,0.0,0.3,4.0,90.0,2.0,06-12-2005,E 
25.0,33.8,29.3,72.0,2.7,3.5,3.0,350.0,1.0,07-12-2005,NE
26.0,33.0,28.7,71.0,3.0,3.0,3.0,360.0,1.0,08-12-2005,NW
25.0,32.8,28.8,73.0,0.0,0.3,3.0,20.0,1.0,09-12-2005,NW
26.0,32.2,28.7,74.0,0.0,3.0,3.0,290.0,1.0,10-12-2005,E 
25.0,32.8,28.0,78.0,12.8,0.5,4.0,320.0,1.0,11-12-2005,NW
25.0,33.8,28.1,75.0,5.3,0.0,3.0,300.0,1.0,12-12-2005,NW
25.0,31.2,27.6,79.0,1.0,5.0,7.0,290.0,3.0,13-12-2005,E 
25.0,32.5,28.7,72.0,1.4,2.4,5.0,300.0,2.0,14-12-2005,NW
25.0,27.6,26.2,84.0,16.3,0.0,3.0,280.0,2.0,15-12-2005,E 
26.0,30.5,27.8,74.0,0.0,0.0,4.0,320.0,2.0,16-12-2005,N 
24.0,31.0,28.1,73.0,3.1,0.1,2.0,320.0,1.0,17-12-2005,N 
25.0,31.0,27.3,77.0,3.0,0.5,5.0,260.0,2.0,18-12-2005,W 
25.0,31.4,27.4,76.0,16.0,1.5,5.0,250.0,2.0,19-12-2005,W 
26.0,31.6,28.0,74.0,1.0,2.0,6.0,270.0,3.0,20-12-2005,W 
26.0,31.6,27.8,78.0,18.0,1.0,4.0,330.0,2.0,21-12-2005,NW
25.0,31.0,27.9,76.0,6.4,1.7,3.0,340.0,1.0,22-12-2005,NW
25.0,32.0,26.9,83.0,15.2,1.5,4.0,280.0,1.0,23-12-2005,W 
25.0,31.6,27.8,79.0,7.3,0.0,4.0,270.0,1.0,24-12-2005,W 
26.0,33.2,27.3,76.0,9.1,6.5,6.0,200.0,1.0,25-12-2005,W 
25.0,31.2,27.7,78.0,0.0,0.0,2.0,360.0,1.0,26-12-2005,N 
25.0,29.0,27.6,81.0,0.0,0.0,2.0,320.0,0.0,27-12-2005,N 
26.0,29.2,27.4,79.0,0.0,0.0,4.0,270.0,1.0,28-12-2005,W 
26.0,32.4,28.4,74.0,0.4,6.0,6.0,270.0,3.0,29-12-2005,W 
25.0,30.2,27.3,80.0,23.6,0.0,4.0,300.0,2.0,30-12-2005,W 
26.0,31.0,27.9,78.0,3.8,1.3,3.0,300.0,2.0,31-12-2005,NW
26.0,34.0,28.6,66.0,0.0,7.0,5.0,280.0,3.0,01-01-2006,W 
26.0,30.8,27.4,72.0,0.0,3.0,4.0,300.0,2.0,02-01-2006,NW
26.0,29.4,27.3,80.0,3.2,1.5,5.0,270.0,2.0,03-01-2006,W 
26.0,30.6,27.6,76.0,0.0,2.0,4.0,320.0,2.0,04-01-2006,W 
25.0,32.2,28.7,72.0,0.0,1.7,4.0,280.0,1.0,05-01-2006,W 
25.0,32.4,27.6,76.0,11.6,1.0,3.0,290.0,1.0,06-01-2006,W 
25.0,31.2,27.8,79.0,5.4,4.0,4.0,270.0,2.0,07-01-2006,W 
25.0,30.6,26.9,79.0,0.5,3.0,4.0,270.0,1.0,08-01-2006,W 
25.0,31.3,26.9,80.0,24.0,2.0,4.0,320.0,2.0,09-01-2006,W 
25.0,31.6,27.6,80.0,0.0,5.1,4.0,310.0,2.0,10-01-2006,W 
25.0,31.8,28.5,76.0,2.8,5.0,5.0,270.0,2.0,11-01-2006,W 
25.0,32.6,28.8,76.0,1.5,7.3,4.0,320.0,2.0,12-01-2006,NW
23.0,32.4,27.5,79.0,61.3,2.0,5.0,290.0,2.0,13-01-2006,NW
25.0,30.9,26.6,85.0,26.3,1.0,4.0,320.0,1.0,14-01-2006,W 
24.0,29.4,26.6,85.0,2.1,0.6,4.0,340.0,1.0,15-01-2006,W 
24.0,29.0,25.9,88.0,21.3,0.5,5.0,320.0,1.0,16-01-2006,NW
24.0,29.4,26.1,91.0,25.4,0.0,4.0,290.0,2.0,17-01-2006,NW
25.0,30.4,26.9,83.0,4.4,0.0,4.0,280.0,2.0,18-01-2006,N 
25.0,30.0,27.6,80.0,0.6,1.7,6.0,290.0,2.0,19-01-2006,NW
25.0,33.0,28.6,76.0,0.0,5.2,6.0,280.0,3.0,20-01-2006,W 
26.0,31.0,28.4,82.0,2.4,0.0,4.0,270.0,2.0,21-01-2006,W 
25.0,30.0,27.1,84.0,3.3,3.1,4.0,260.0,2.0,22-01-2006,W 
24.0,29.2,26.6,87.0,38.0,0.0,6.0,280.0,2.0,23-01-2006,W 
24.0,30.0,26.4,86.0,27.9,0.4,4.0,280.0,2.0,24-01-2006,W 
25.0,30.3,26.9,80.0,0.4,1.6,5.0,280.0,2.0,25-01-2006,W 
25.0,28.5,26.6,84.0,65.0,0.0,5.0,290.0,3.0,26-01-2006,W 
24.0,29.8,26.6,84.0,11.2,0.0,5.0,280.0,3.0,27-01-2006,W 
24.0,30.0,27.1,84.0,20.4,0.2,8.0,310.0,3.0,28-01-2006,NW
24.0,31.1,26.9,84.0,39.0,2.4,4.0,290.0,2.0,29-01-2006,N 
26.0,31.0,27.4,80.0,1.4,1.3,3.0,290.0,1.0,30-01-2006,W 
24.0,29.0,27.1,78.0,33.9,0.0,4.0,300.0,1.0,31-01-2006,W 
25.0,31.8,28.2,78.0,0.0,7.7,4.0,310.0,2.0,01-02-2006,NW
25.0,32.0,28.3,73.0,0.0,6.0,4.0,290.0,2.0,02-02-2006,W 
25.0,32.8,28.3,76.0,0.0,6.1,4.0,250.0,1.0,03-02-2006,N 
26.0,29.8,27.5,84.0,2.3,0.0,4.0,290.0,1.0,04-02-2006,N 
25.0,30.2,26.9,86.0,18.0,0.5,5.0,300.0,2.0,05-02-2006,NW
24.0,29.8,25.8,86.0,4.3,0.2,4.0,310.0,1.0,06-02-2006,NW
24.0,31.2,27.4,78.0,4.6,1.0,2.0,360.0,0.0,07-02-2006,N 
25.0,30.0,27.2,80.0,63.4,1.0,2.0,340.0,0.0,08-02-2006,NW
25.0,29.4,26.9,85.0,0.2,0.0,6.0,290.0,1.0,09-02-2006,W 
25.0,30.2,26.9,84.0,0.2,1.0,3.0,310.0,0.0,10-02-2006,W 
25.0,31.0,26.7,77.0,6.7,3.2,8.0,290.0,2.0,11-02-2006,W 
25.0,34.2,28.6,74.0,0.0,8.0,2.0,40.0,1.0,12-02-2006,N 
25.0,34.2,29.4,73.0,14.0,8.0,2.0,170.0,0.0,13-02-2006,N 
26.0,33.0,28.7,77.0,0.0,6.0,3.0,280.0,1.0,14-02-2006,W 
26.0,33.4,29.3,74.0,0.0,7.0,4.0,320.0,1.0,15-02-2006,NW
26.0,32.8,29.4,75.0,0.0,7.0,4.0,350.0,1.0,16-02-2006,N 
25.0,33.2,29.1,74.0,71.1,5.0,5.0,320.0,2.0,17-02-2006,NW
24.0,31.8,27.5,87.0,37.2,2.5,3.0,310.0,0.0,18-02-2006,NW
25.0,31.2,26.5,85.0,23.5,3.0,6.0,320.0,1.0,19-02-2006,NW
25.0,32.6,27.3,80.0,0.9,3.7,5.0,330.0,1.0,20-02-2006,W 
25.0,31.8,28.0,82.0,6.1,0.9,4.0,360.0,0.0,21-02-2006,N 
25.0,30.4,27.3,82.0,1.6,1.0,4.0,290.0,2.0,22-02-2006,W 
24.0,32.2,27.4,80.0,0.3,4.0,4.0,20.0,2.0,23-02-2006,N 
25.0,31.6,28.0,81.0,0.3,1.0,4.0,320.0,2.0,24-02-2006,W 
26.0,32.0,28.6,76.0,33.5,1.1,5.0,290.0,2.0,25-02-2006,W 
24.0,31.2,27.4,85.0,0.9,4.5,4.0,70.0,1.0,26-02-2006,E 
25.0,32.0,27.9,78.0,10.9,5.0,3.0,340.0,1.0,27-02-2006,N 
25.0,30.2,26.9,83.0,2.0,0.0,3.0,300.0,1.0,28-02-2006,W 
24.0,30.3,27.5,84.0,13.2,0.0,3.0,320.0,1.0,01-03-2006,NW
24.0,30.4,27.1,82.0,13.7,0.1,3.0,340.0,1.0,02-03-2006,N 
25.0,30.4,28.1,81.0,4.0,2.0,3.0,40.0,0.0,03-03-2006,NE
25.0,30.2,27.4,82.0,0.0,0.5,4.0,280.0,0.0,04-03-2006,W 
25.0,32.4,27.6,81.0,19.5,5.5,4.0,280.0,1.0,05-03-2006,W 
26.0,32.2,28.4,74.0,0.6,1.6,5.0,290.0,3.0,06-03-2006,W 
25.0,33.0,28.7,72.0,0.0,8.0,4.0,330.0,2.0,07-03-2006,NW
25.0,33.8,29.6,74.0,0.0,8.0,4.0,320.0,2.0,08-03-2006,NW
26.0,35.0,29.2,67.0,0.0,7.8,4.0,350.0,2.0,09-03-2006,W 
25.0,31.8,28.2,76.0,0.0,1.2,4.0,280.0,2.0,10-03-2006,W 
24.0,32.0,28.4,76.0,0.0,2.6,3.0,260.0,1.0,11-03-2006,W 
25.0,32.0,28.1,75.0,0.5,8.0,4.0,260.0,2.0,12-03-2006,W 
25.0,33.0,29.0,71.0,16.0,8.0,7.0,270.0,3.0,13-03-2006,W 
27.0,33.2,29.2,69.0,0.0,5.5,7.0,270.0,3.0,14-03-2006,W 
24.0,33.0,28.8,76.0,0.0,1.0,3.0,270.0,1.0,15-03-2006,W 
24.0,32.2,27.6,81.0,1.1,7.0,3.0,280.0,1.0,16-03-2006,W 
25.0,32.6,27.9,78.0,12.4,2.5,4.0,290.0,2.0,17-03-2006,W 
26.0,33.2,29.3,75.0,0.0,5.4,5.0,280.0,2.0,18-03-2006,W 
24.0,29.8,26.8,84.0,7.1,0.0,4.0,200.0,2.0,19-03-2006,W 
25.0,31.4,27.6,76.0,2.6,0.0,4.0,260.0,3.0,20-03-2006,SW
24.0,30.4,27.6,84.0,0.3,2.0,4.0,230.0,2.0,21-03-2006,SW
25.0,30.9,27.7,77.0,10.6,2.0,8.0,270.0,3.0,22-03-2006,SW
24.0,31.4,27.3,84.0,12.5,4.0,3.0,300.0,1.0,23-03-2006,NW
24.0,31.4,27.3,83.0,61.2,1.5,3.0,20.0,1.0,24-03-2006,N 
25.0,30.9,27.2,87.0,33.8,0.5,3.0,290.0,2.0,25-03-2006,W 
24.0,31.8,28.1,77.0,4.8,4.8,3.0,20.0,1.0,26-03-2006,W 
25.0,31.4,27.5,84.0,11.8,4.8,3.0,310.0,1.0,27-03-2006,W 
24.0,33.4,28.7,74.0,3.0,7.0,6.0,250.0,2.0,28-03-2006,W 
25.0,31.4,27.7,80.0,53.2,1.2,5.0,300.0,3.0,29-03-2006,SW
27.0,32.0,28.3,78.0,0.0,2.0,4.0,300.0,3.0,30-03-2006,SW
27.0,32.0,28.7,74.0,18.2,0.0,4.0,230.0,2.0,31-03-2006,W 
26.0,32.0,28.5,66.0,0.0,1.0,5.0,270.0,2.0,01-04-2006,W 
26.0,32.6,28.9,73.0,0.3,7.0,5.0,260.0,3.0,02-04-2006,SW
26.0,32.0,28.6,74.0,0.0,2.8,7.0,240.0,3.0,03-04-2006,SW
24.0,32.4,28.7,74.0,0.3,4.5,6.0,250.0,3.0,04-04-2006,SW
27.0,33.0,29.0,70.0,0.0,7.0,6.0,210.0,4.0,05-04-2006,SW
27.0,33.8,29.1,68.0,0.0,6.0,5.0,240.0,3.0,06-04-2006,SW
26.0,33.4,29.0,72.0,3.4,5.2,8.0,240.0,3.0,07-04-2006,SW
24.0,33.0,28.8,78.0,8.3,4.0,4.0,260.0,2.0,08-04-2006,SW
26.0,31.0,28.1,74.0,0.0,2.5,7.0,200.0,2.0,09-04-2006,SW
26.0,34.0,29.6,69.0,0.0,5.5,6.0,230.0,2.0,10-04-2006,SW
24.0,33.2,27.8,76.0,69.3,4.0,6.0,200.0,0.0,11-04-2006,SW
24.0,33.6,27.8,74.0,59.6,4.6,5.0,250.0,0.0,12-04-2006,SW
24.0,32.8,27.7,77.0,72.0,2.5,7.0,180.0,2.0,13-04-2006,SW
25.0,29.8,26.7,92.0,2.2,0.5,5.0,220.0,2.0,14-04-2006,SW
25.0,32.6,27.9,81.0,0.0,8.0,3.0,360.0,1.0,15-04-2006,N 
25.0,33.0,28.3,76.0,2.0,8.0,3.0,260.0,1.0,16-04-2006,N 
26.0,32.4,29.1,74.0,0.0,2.5,3.0,230.0,1.0,17-04-2006,NE
26.0,33.6,28.9,78.0,0.0,6.0,3.0,240.0,0.0,18-04-2006,SW
26.0,34.0,29.2,74.0,0.0,8.0,2.0,70.0,0.0,19-04-2006,W 
24.0,32.4,29.0,74.0,49.0,1.5,3.0,100.0,0.0,20-04-2006,E 
25.0,32.8,28.1,83.0,0.0,6.0,2.0,320.0,0.0,21-04-2006,NE
26.0,32.8,28.5,74.0,0.8,5.0,4.0,210.0,1.0,22-04-2006,SW
26.0,32.2,28.5,80.0,1.5,4.0,4.0,200.0,1.0,23-04-2006,E 
25.0,33.2,28.2,82.0,1.0,3.0,3.0,270.0,0.0,24-04-2006,W 
26.0,32.8,28.0,73.0,16.0,0.0,5.0,320.0,1.0,25-04-2006,N 
26.0,32.7,28.3,82.0,13.0,2.0,4.0,260.0,0.0,26-04-2006,W 
25.0,33.2,28.3,81.0,1.1,4.1,3.0,250.0,0.0,27-04-2006,W 
25.0,33.8,28.6,76.0,0.0,6.0,3.0,30.0,0.0,28-04-2006,E 
26.0,33.4,29.7,76.0,0.0,1.0,3.0,100.0,0.0,29-04-2006,E 
27.0,33.2,28.0,78.0,16.3,7.0,1.0,250.0,1.0,30-04-2006,W 
25.0,32.6,27.9,79.0,30.0,6.5,5.0,315.0,1.0,01-05-2006,N 
25.0,34.0,28.9,73.0,0.0,5.0,4.0,360.0,1.0,02-05-2006,W 
27.0,33.0,29.2,72.0,0.0,7.0,3.0,45.0,0.0,03-05-2006,NE
25.0,32.9,29.1,76.0,16.1,1.0,3.0,270.0,2.0,04-05-2006,W 
25.0,33.6,28.6,75.0,0.0,8.0,3.0,45.0,0.0,05-05-2006,NE
24.0,32.2,28.1,77.0,3.4,3.5,4.0,360.0,1.0,06-05-2006,N 
26.0,32.4,28.0,76.0,0.7,5.5,3.0,45.0,0.0,07-05-2006,NE
26.0,34.4,29.2,72.0,0.0,8.0,4.0,45.0,2.0,08-05-2006,NE
26.0,30.8,28.6,77.0,6.4,3.0,5.0,270.0,2.0,09-05-2006,W 
25.0,33.4,28.2,76.0,0.0,7.0,3.0,360.0,1.0,10-05-2006,W 
26.0,33.6,29.5,75.0,0.0,8.0,4.0,270.0,1.0,11-05-2006,W 
26.0,32.6,28.7,78.0,1.3,5.5,3.0,270.0,1.0,12-05-2006,W 
26.0,33.6,29.4,72.0,0.0,8.0,3.0,225.0,1.0,13-05-2006,W 
25.0,33.0,29.3,73.0,0.0,6.0,3.0,270.0,1.0,14-05-2006,W 
26.0,33.2,29.1,69.0,2.0,8.0,4.0,270.0,1.0,15-05-2006,SW
